mz	rt	IonMode
9153	739.70089	7.744	Negative
9154	379.17977	2.57	Negative
9155	508.34109	2.075	Negative
9156	852.63948	7.597	Negative
9157	1742.30472	9.448	Negative
9158	737.63057	7.723	Negative
9159	868.6076	5.581	Negative
9160	989.68737	6.927	Negative
9161	851.53766	2.014	Negative
9162	493.46291	4.755	Negative
9163	271.22779	1.309	Negative
9164	1610.18791	6.596	Negative
9165	639.26989	2.675	Negative
9166	883.53511	3.862	Negative
9167	846.5955	6.685	Negative
9168	666.58671	6.902	Negative
9169	886.64683	7.088	Negative
9170	1020.59378	4.503	Negative
9171	1012.83117	7.592	Negative
9172	491.44722	4.204	Negative
9173	1046.73629	6.638	Negative
9174	1657.28425	6.575	Negative
9175	398.32769	2.671	Negative
9176	729.6008	6.707	Negative
9177	1611.19087	6.594	Negative
9178	659.51339	3.874	Negative
9179	946.77127	9.283	Negative
9180	838.65997	7.92	Negative
9181	863.69505	7.348	Negative
9182	731.58476	6.985	Negative
9183	1294.82299	6.871	Negative
9184	521.24021	3.11	Negative
9185	467.32014	2.775	Negative
9186	1755.33571	9.597	Negative
9187	1009.68166	6.953	Negative
9188	848.64698	6.007	Negative
9189	956.70233	6.964	Negative
9190	871.58201	5.903	Negative
9191	941.58277	4.306	Negative
9192	430.37233	3.18	Negative
9193	1138.94325	8.608	Negative
9194	732.66267	7.453	Negative
9195	1097.25601	6.496	Negative
9196	838.73282	7.995	Negative
9197	986.58493	6.603	Negative
9198	1105.26891	5.164	Negative
9199	423.2426	2.447	Negative
9200	896.52295	6.96	Negative
9201	756.59171	7.056	Negative
9202	902.64746	6.933	Negative
9203	803.62884	6.115	Negative
9204	405.29706	2.365	Negative
9205	1119.71562	7.37	Negative
9206	810.56379	6.763	Negative
9207	1104.81391	7.44	Negative
9208	612.55761	6.341	Negative
9209	668.584	6.498	Negative
9210	934.64767	4.933	Negative
9211	919.57128	4.641	Negative
9212	745.39563	2.227	Negative
9213	956.77661	7.762	Negative
9214	813.67627	8.419	Negative
9215	379.25222	2.958	Negative
9216	812.58138	5.553	Negative
9217	966.60296	6.273	Negative
9218	805.64458	6.68	Negative
9219	983.71302	7.408	Negative
9220	381.17395	2.57	Negative
9221	208.06502	0.721	Negative
9222	1166.6406	4.498	Negative
9223	673.35973	2.973	Negative
9224	625.51656	5.739	Negative
9225	766.57187	4.967	Negative
9226	433.32838	2.389	Negative
9227	924.67572	6.852	Negative
9228	722.631	6.664	Negative
9229	927.56979	5.117	Negative
9230	1062.74147	7.408	Negative
9231	909.55016	4.375	Negative
9232	1263.83067	6.53	Negative
9233	845.56649	5.302	Negative
9234	1004.65056	4.801	Negative
9235	874.53617	4.534	Negative
9236	466.33036	2.327	Negative
9237	785.69932	8.095	Negative
9238	1088.60092	5.124	Negative
9239	833.67575	6.88	Negative
9240	246.16618	0.751	Negative
9241	697.46143	2.517	Negative
9242	854.59209	5.379	Negative
9243	742.53972	5.872	Negative
9244	866.76413	8.387	Negative
9245	1001.72389	7.256	Negative
9246	1084.71276	6.304	Negative
9247	820.61856	6.498	Negative
9248	1046.73581	6.723	Negative
9249	934.57557	6.605	Negative
9250	1477.87647	6.553	Negative
9251	773.53419	4.808	Negative
9252	774.56587	5.335	Negative
9253	779.59236	4.207	Negative
9254	788.63917	7.109	Negative
9255	431.31273	2.591	Negative
9256	654.6043	2.967	Negative
9257	958.5538	5.769	Negative
9258	1184.78825	6.634	Negative
9259	1035.60117	2.676	Negative
9260	1608.21705	6.581	Negative
9261	1338.84926	7.005	Negative
9262	377.2006	2.579	Negative
9263	734.66753	7.247	Negative
9264	1023.69718	7.369	Negative
9265	1168.73142	6.75	Negative
9266	1629.43979	7.475	Negative
9267	1078.7983	7.126	Negative
9268	1192.73111	6.398	Negative
9269	206.99703	2.353	Negative
9270	1011.76344	7.134	Negative
9271	387.09747	3.141	Negative
9272	973.69209	7.072	Negative
9273	673.4648	1.192	Negative
9274	277.16603	3.729	Negative
9275	380.21946	2.731	Negative
9276	1096.747	7.188	Negative
9277	753.54415	5.569	Negative
9278	1050.62207	6.406	Negative
9279	994.82106	7.593	Negative
9280	986.58481	6.595	Negative
9281	977.77404	2.958	Negative
9282	266.94316	0.72	Negative
9283	830.67044	7.577	Negative
9284	278.1657	2.044	Negative
9285	549.39291	3.751	Negative
9286	364.18847	2.186	Negative
9287	1226.8356	7.001	Negative
9288	1754.33709	9.643	Negative
9289	819.61586	6.497	Negative
9290	361.2362	2.319	Negative
9291	1090.61643	5.839	Negative
9292	863.3783	1.392	Negative
9293	665.50397	2.958	Negative
9294	677.49664	6.283	Negative
9295	1188.73034	6.72	Negative
9296	1090.8347	7.627	Negative
9297	671.55866	6.049	Negative
9298	728.52404	4.958	Negative
9299	1676.2935	9.578	Negative
9300	868.68896	6.91	Negative
9301	251.11403	1.109	Negative
9302	472.38276	3.143	Negative
9303	1555.42177	7.366	Negative
9304	482.40375	3.468	Negative
9305	820.70169	7.919	Negative
9306	789.58547	5.705	Negative
9307	920.66961	2.644	Negative
9308	1225.81509	7.174	Negative
9309	966.72293	7.397	Negative
9310	878.78226	7.894	Negative
9311	815.55375	3.875	Negative
9312	810.75589	7.149	Negative
9313	485.28295	1.846	Negative
9314	866.59157	4.689	Negative
9315	988.68548	6.925	Negative
9316	1046.77247	7.07	Negative
9317	745.50304	3.702	Negative
9318	1032.61362	5.903	Negative
9319	683.28465	2.221	Negative
9320	1128.71555	6.718	Negative
9321	1097.2559	6.434	Negative
9322	889.58176	5.367	Negative
9323	419.38965	5.474	Negative
9324	335.2957	3.079	Negative
9325	361.1694	2.47	Negative
9326	763.56949	5.11	Negative
9327	938.69177	7.039	Negative
9328	449.30392	2.303	Negative
9329	221.15467	1.788	Negative
9330	841.22358	3.146	Negative
9331	1338.02981	4.591	Negative
9332	1532.16422	6.579	Negative
9333	585.48677	2.569	Negative
9334	1777.47844	7.64	Negative
9335	1031.69622	7.358	Negative
9336	419.2392	2.515	Negative
9337	395.24403	1.253	Negative
9338	351.22093	2.515	Negative
9339	1052.7208	7.104	Negative
9340	601.51665	6.082	Negative
9341	774.54473	6.178	Negative
9342	728.47799	3.869	Negative
9343	768.55534	6.294	Negative
9344	550.48448	4.399	Negative
9345	1192.73132	6.394	Negative
9346	994.7848	7.729	Negative
9347	1029.6804	6.895	Negative
9348	835.58208	6.266	Negative
9349	700.53733	4.159	Negative
9350	478.29411	2.259	Negative
9351	892.7127	7.734	Negative
9352	336.15688	2.396	Negative
9353	433.32847	2.713	Negative
9354	671.559	6.676	Negative
9355	546.27062	2.19	Negative
9356	1001.57594	0.743	Negative
9357	181.99181	0.738	Negative
9358	1784.36968	9.734	Negative
9359	1068.71585	6.926	Negative
9360	832.54794	6.37	Negative
9361	531.13299	1.195	Negative
9362	314.08192	5.164	Negative
9363	276.99176	0.768	Negative
9364	489.26015	2.103	Negative
9365	1211.75344	4.734	Negative
9366	815.55369	3.875	Negative
9367	962.60204	6.405	Negative
9368	791.55575	6.763	Negative
9369	636.34966	2.186	Negative
9370	491.27977	3.104	Negative
9371	814.59767	5.734	Negative
9372	353.16386	2.514	Negative
9373	984.61403	6.552	Negative
9374	358.29634	2.415	Negative
9375	1166.77798	6.683	Negative
9376	950.7585	7.068	Negative
9377	1345.99626	3.935	Negative
9378	786.61109	5.714	Negative
9379	1049.86321	7.795	Negative
9380	1700.29272	9.535	Negative
9381	836.63941	6.871	Negative
9382	419.257	2.361	Negative
9383	1184.78867	6.508	Negative
9384	824.60842	7.272	Negative
9385	846.59478	4.119	Negative
9386	1006.5981	5.299	Negative
9387	719.53491	3.871	Negative
9388	864.53513	6.287	Negative
9389	566.38294	2.366	Negative
9390	985.69263	7.177	Negative
9391	781.44455	0.754	Negative
9392	385.23618	2.264	Negative
9393	1117.6538	6.659	Negative
9394	1092.63219	6.594	Negative
9395	372.31202	2.636	Negative
9396	1004.76881	6.961	Negative
9397	846.60389	4.969	Negative
9398	775.59749	4.874	Negative
9399	1052.74724	6.708	Negative
9400	1229.75057	7.806	Negative
9401	856.60724	6	Negative
9402	1054.75237	6.719	Negative
9403	766.53951	5.945	Negative
9404	1140.77485	6.957	Negative
9405	1049.55598	4.541	Negative
9406	790.65476	7.449	Negative
9407	1252.888	7.522	Negative
9408	615.53223	6.349	Negative
9409	585.51002	2.514	Negative
9410	673.52868	4.235	Negative
9411	1069.55319	2.108	Negative
9412	554.34637	2.117	Negative
9413	1562.17441	5.742	Negative
9414	513.12207	1.27	Negative
9415	606.27428	2.305	Negative
9416	361.16939	2.469	Negative
9417	1185.32664	6.855	Negative
9418	1475.99611	7.386	Negative
9419	978.75364	6.87	Negative
9420	764.58144	5.875	Negative
9421	736.7196	8.336	Negative
9422	972.8088	7.855	Negative
9423	409.59724	3.111	Negative
9424	728.64174	7.013	Negative
9425	1078.62099	4.502	Negative
9426	959.78876	8.176	Negative
9427	890.59215	4.764	Negative
9428	293.17581	1.309	Negative
9429	1001.72359	7.259	Negative
9430	710.30368	2.227	Negative
9431	1208.86115	7.285	Negative
9432	486.23819	2.448	Negative
9433	1717.38779	6.908	Negative
9434	585.2892	2.211	Negative
9435	1022.58549	6.596	Negative
9436	1978.42283	6.718	Negative
9437	725.51337	4.683	Negative
9438	780.65468	7.636	Negative
9439	1088.60064	5.121	Negative
9440	414.3591	2.667	Negative
9441	808.62327	7.092	Negative
9442	409.36882	3.315	Negative
9443	1140.76206	6.41	Negative
9444	649.12551	1.222	Negative
9445	715.0391	0.76	Negative
9446	1166.77814	6.681	Negative
9447	386.32779	2.791	Negative
9448	675.49742	5.027	Negative
9449	1096.98458	9.296	Negative
9450	793.69299	8.513	Negative
9451	1345.99639	3.93	Negative
9452	915.72598	7.56	Negative
9453	908.56373	4.909	Negative
9454	724.52888	5.609	Negative
9455	986.75854	6.949	Negative
9456	609.44115	2.515	Negative
9457	887.65833	6.758	Negative
9458	1168.73125	6.752	Negative
9459	745.50324	4.025	Negative
9460	541.26309	2.054	Negative
9461	968.76942	7.094	Negative
9462	858.59453	3.89	Negative
9463	750.5446	6.099	Negative
9464	709.59923	7.378	Negative
9465	1726.30791	9.544	Negative
9466	1552.15385	5.715	Negative
9467	958.79275	7.679	Negative
9468	912.59492	5.538	Negative
9469	974.56557	5.049	Negative
9470	1020.56987	6.044	Negative
9471	858.66796	6.258	Negative
9472	959.55695	5.68	Negative
9473	1703.3126	9.603	Negative
9474	1973.46389	7.845	Negative
9475	350.12555	1.309	Negative
9476	1778.47809	7.684	Negative
9477	529.46328	5.73	Negative
9478	364.18856	2.972	Negative
9479	790.72989	8.089	Negative
9480	752.56024	6.589	Negative
9481	1199.79947	7.007	Negative
9482	421.36896	4.718	Negative
9483	1014.78961	7.139	Negative
9484	733.55045	4.234	Negative
9485	1166.64082	4.498	Negative
9486	697.4613	2.516	Negative
9487	850.59704	5.319	Negative
9488	763.56096	3.559	Negative
9489	1210.84047	7.129	Negative
9490	802.60549	5.443	Negative
9491	731.63445	7.598	Negative
9492	552.39096	5.344	Negative
9493	499.21602	2.249	Negative
9494	1747.4844	7.491	Negative
9495	382.19523	2.182	Negative
9496	940.77411	7.186	Negative
9497	1080.75169	7.303	Negative
9498	953.6189	5.587	Negative
9499	509.26143	2.879	Negative
9500	832.68647	7.966	Negative
9501	916.56901	5.761	Negative
9502	866.43714	3.729	Negative
9503	1080.77789	6.949	Negative
9504	954.75353	7.009	Negative
9505	942.5844	6.041	Negative
9506	1703.45905	7.575	Negative
9507	1004.72451	6.504	Negative
9508	906.61647	4.121	Negative
9509	538.35171	2.299	Negative
9510	1304.1664	9.979	Negative
9511	928.56292	4.646	Negative
9512	907.73939	7.811	Negative
9513	915.68939	7.096	Negative
9514	1012.7739	7.064	Negative
9515	719.45925	2.041	Negative
9516	447.42096	6.488	Negative
9517	918.61645	3.89	Negative
9518	381.37397	5.139	Negative
9519	1106.76733	7.598	Negative
9520	804.59175	6.769	Negative
9521	1215.79345	6.941	Negative
9522	1695.36373	6.94	Negative
9523	1059.72747	7.802	Negative
9524	751.56251	4.207	Negative
9525	1167.01089	9.375	Negative
9526	1132.77182	6.648	Negative
9527	925.6235	6.682	Negative
9528	959.64318	6.89	Negative
9529	832.74071	6.911	Negative
9530	808.54774	6.46	Negative
9531	210.95556	2.516	Negative
9532	1038.58554	5.676	Negative
9533	650.49823	5.556	Negative
9534	928.56287	4.636	Negative
9535	736.55031	5.128	Negative
9536	191.0565	2.022	Negative
9537	622.55301	5.896	Negative
9538	433.31718	2.478	Negative
9539	873.59844	6.014	Negative
9540	742.45401	4.399	Negative
9541	921.73664	7.552	Negative
9542	763.52452	6.288	Negative
9543	1303.37249	6.903	Negative
9544	627.31091	2.108	Negative
9545	878.67635	6.846	Negative
9546	1142.79092	7.262	Negative
9547	1172.61937	6.049	Negative
9548	802.56091	4.602	Negative
9549	352.18442	2.42	Negative
9550	1660.28354	6.685	Negative
9551	932.62454	6.896	Negative
9552	361.16941	2.972	Negative
9553	829.56942	4.235	Negative
9554	675.52087	5.939	Negative
9555	716.63265	7.428	Negative
9556	456.38819	3.243	Negative
9557	994.79327	6.69	Negative
9558	272.8832	2.68	Negative
9559	527.44795	6.203	Negative
9560	1425.97999	7.466	Negative
9561	1136.04192	9.98	Negative
9562	1018.78473	7.658	Negative
9563	1600.15351	5.082	Negative
9564	353.34265	4.632	Negative
9565	1391.76264	0.752	Negative
9566	1069.73616	6.828	Negative
9567	337.13296	2.182	Negative
9568	1097.94329	9.058	Negative
9569	555.44309	6.082	Negative
9570	1628.15506	4.635	Negative
9571	1346.99911	3.932	Negative
9572	1120.62827	6.659	Negative
9573	672.49792	5.391	Negative
9574	1004.58254	4.924	Negative
9575	1061.74694	6.957	Negative
9576	859.5045	6.856	Negative
9577	629.43857	1.194	Negative
9578	723.62706	7.291	Negative
9579	675.5212	6.365	Negative
9580	505.43942	2.513	Negative
9581	489.27774	2.101	Negative
9582	956.74122	6.89	Negative
9583	521.36146	3.154	Negative
9584	480.30959	2.519	Negative
9585	1254.83093	6.759	Negative
9586	824.58445	6.555	Negative
9587	843.55078	4.923	Negative
9588	719.66779	7.184	Negative
9589	902.62156	6.498	Negative
9590	1214.79927	6.636	Negative
9591	711.44837	3.45	Negative
9592	1009.7479	6.947	Negative
9593	740.56045	6.503	Negative
9594	860.7717	7.828	Negative
9595	715.58468	6.47	Negative
9596	1551.95001	7.208	Negative
9597	716.52401	3.894	Negative
9598	796.55398	5.677	Negative
9599	950.7584	7.066	Negative
9600	589.30073	3.509	Negative
9601	191.10778	1.194	Negative
9602	833.60333	6.846	Negative
9603	748.52893	5.504	Negative
9604	237.0916	0.721	Negative
9605	1208.82522	7.057	Negative
9606	407.38962	5.829	Negative
9607	584.52638	5.418	Negative
9608	1091.67374	6.718	Negative
9609	671.34417	2.509	Negative
9610	1554.1248	5.758	Negative
9611	593.45707	4.674	Negative
9612	938.74184	7.309	Negative
9613	859.61957	6.541	Negative
9614	842.5919	5.562	Negative
9615	955.68155	7.082	Negative
9616	727.40304	2.185	Negative
9617	903.6344	6.959	Negative
9618	1050.62196	6.409	Negative
9619	1048.78887	7.208	Negative
9620	668.58416	6.049	Negative
9621	762.70973	7.926	Negative
9622	987.67164	6.659	Negative
9623	666.49311	5.121	Negative
9624	981.65034	6.501	Negative
9625	987.7636	7.288	Negative
9626	535.37857	3.147	Negative
9627	361.16956	2.909	Negative
9628	1097.25617	6.51	Negative
9629	1049.66911	7.356	Negative
9630	1766.3312	6.693	Negative
9631	777.38913	2.966	Negative
9632	809.6339	7.477	Negative
9633	905.54082	6.042	Negative
9634	792.67036	7.567	Negative
9635	547.30207	2.393	Negative
9636	1794.20553	6.036	Negative
9637	978.70987	6.523	Negative
9638	682.47245	5.09	Negative
9639	1770.37965	7.016	Negative
9640	974.67931	6.73	Negative
9641	942.74058	8.534	Negative
9642	1661.28741	6.705	Negative
9643	294.16431	1.501	Negative
9644	511.27689	3.14	Negative
9645	1024.83152	8.346	Negative
9646	919.74877	7.513	Negative
9647	777.61313	5.449	Negative
9648	826.59682	5.768	Negative
9649	279.16357	1.534	Negative
9650	860.7719	7.137	Negative
9651	585.28908	2.303	Negative
9652	740.51446	5.058	Negative
9653	1146.60427	5.763	Negative
9654	944.60008	6.598	Negative
9655	336.15722	2.732	Negative
9656	302.985	1.296	Negative
9657	816.61307	6.221	Negative
9658	427.21599	1.243	Negative
9659	286.01041	0.723	Negative
9660	1767.33366	6.691	Negative
9661	320.99703	0.774	Negative
9662	968.77731	6.621	Negative
9663	810.63894	7.313	Negative
9664	1268.883	7.282	Negative
9665	1024.60621	6.346	Negative
9666	1064.72109	7.178	Negative
9667	1064.74669	6.507	Negative
9668	421.15549	1.317	Negative
9669	1182.7732	6.603	Negative
9670	1758.36413	6.821	Negative
9671	349.25132	2.011	Negative
9672	845.56398	4.31	Negative
9673	1440.10529	4.634	Negative
9674	353.20052	1.658	Negative
9675	769.50297	3.362	Negative
9676	436.28341	2.328	Negative
9677	1279.82535	6.449	Negative
9678	1328.32568	6.592	Negative
9679	723.49762	3.981	Negative
9680	1476.99922	7.387	Negative
9681	1266.96697	3.932	Negative
9682	975.66333	7.316	Negative
9683	749.53422	4.878	Negative
9684	783.61785	7.396	Negative
9685	837.64273	6.733	Negative
9686	764.56054	6.402	Negative
9687	811.67738	2.514	Negative
9688	831.58504	4.966	Negative
9689	1170.70122	7.102	Negative
9690	433.32829	2.971	Negative
9691	595.38566	2.925	Negative
9692	1000.69419	5.573	Negative
9693	495.26354	3.511	Negative
9694	728.56027	6.555	Negative
9695	729.58285	6.761	Negative
9696	776.56067	6.396	Negative
9697	817.68467	9.706	Negative
9698	866.76418	8.391	Negative
9699	1090.61633	5.843	Negative
9700	613.48005	4.398	Negative
9701	364.18821	2.446	Negative
9702	445.25492	2.568	Negative
9703	721.50313	4.099	Negative
9704	727.3853	1.248	Negative
9705	714.42253	3.666	Negative
9706	785.50698	6.291	Negative
9707	887.6582	6.842	Negative
9708	706.56661	7.095	Negative
9709	588.44893	4.062	Negative
9710	1441.89155	2.677	Negative
9711	838.59717	5.586	Negative
9712	1093.5913	6.042	Negative
9713	359.29579	2.861	Negative
9714	1122.69046	7.368	Negative
9715	1059.77713	2.958	Negative
9716	881.51899	3.684	Negative
9717	1100.60607	4.504	Negative
9718	791.67709	8.015	Negative
9719	879.68967	7.119	Negative
9720	932.76936	8.178	Negative
9721	465.16903	1.321	Negative
9722	199.01674	1.03	Negative
9723	762.69853	7.543	Negative
9724	364.18821	2.201	Negative
9725	957.54937	0.745	Negative
9726	966.75364	7.427	Negative
9727	435.27891	3.472	Negative
9728	966.60322	5.705	Negative
9729	1065.74196	7.051	Negative
9730	826.62391	7.295	Negative
9731	1960.43304	7.206	Negative
9732	428.33826	2.662	Negative
9733	629.43851	1.195	Negative
9734	691.44427	2.516	Negative
9735	973.69203	6.984	Negative
9736	377.20069	3.231	Negative
9737	487.41597	5.772	Negative
9738	725.60573	6.658	Negative
9739	1758.36393	6.823	Negative
9740	1009.60655	4.967	Negative
9741	1109.99324	5.557	Negative
9742	945.77212	7.991	Negative
9743	1616.36991	6.879	Negative
9744	811.51574	2.187	Negative
9745	1068.71526	6.926	Negative
9746	1004.58289	4.462	Negative
9747	1195.75805	7.238	Negative
9748	788.54518	4.201	Negative
9749	936.58676	6.346	Negative
9750	1002.73601	7.712	Negative
9751	1160.7389	7.315	Negative
9752	994.55412	5.764	Negative
9753	947.63197	7.039	Negative
9754	461.34872	2.857	Negative
9755	1742.17459	5.764	Negative
9756	1202.02351	2.958	Negative
9757	753.63695	6.939	Negative
9758	1016.80554	7.344	Negative
9759	1116.88072	8.905	Negative
9760	944.75624	8.873	Negative
9761	483.26367	3.111	Negative
9762	682.5268	6.86	Negative
9763	972.68162	7.208	Negative
9764	1144.8061	7.347	Negative
9765	878.62854	6.306	Negative
9766	398.32767	2.69	Negative
9767	917.69516	2.22	Negative
9768	782.60727	7.023	Negative
9769	981.65031	6.498	Negative
9770	1050.58529	5.749	Negative
9771	530.31564	2.389	Negative
9772	1059.77707	2.959	Negative
9773	1067.57582	5.768	Negative
9774	773.53416	4.386	Negative
9775	1607.36941	7.321	Negative
9776	555.29187	1.363	Negative
9777	421.27268	2.259	Negative
9778	954.69602	7.014	Negative
9779	274.8809	2.668	Negative
9780	773.5337	4.639	Negative
9781	858.54114	4.787	Negative
9782	1046.81587	7.988	Negative
9783	974.70461	7.255	Negative
9784	763.64595	7.667	Negative
9785	836.71785	7.61	Negative
9786	972.89664	9.297	Negative
9787	676.66136	7.516	Negative
9788	1022.85222	7.872	Negative
9789	1093.79888	2.529	Negative
9790	728.62356	7.661	Negative
9791	1066.69983	6.657	Negative
9792	925.66326	6.626	Negative
9793	747.50715	2.959	Negative
9794	295.26422	2.771	Negative
9795	228.96613	5.178	Negative
9796	1078.77253	7.644	Negative
9797	806.72499	6.841	Negative
9798	205.15974	1.98	Negative
9799	811.66052	7.988	Negative
9800	807.55136	6.571	Negative
9801	469.23777	0.97	Negative
9802	767.20499	2.822	Negative
9803	717.2473	2.673	Negative
9804	1137.82517	2.503	Negative
9805	902.66673	6.684	Negative
9806	1013.70318	6.912	Negative
9807	554.34636	2.118	Negative
9808	943.76427	7.356	Negative
9809	806.59829	7.097	Negative
9810	899.68466	2.811	Negative
9811	947.66037	6.732	Negative
9812	978.78975	7.277	Negative
9813	796.68634	8.211	Negative
9814	403.00028	0.767	Negative
9815	1002.59694	5.836	Negative
9816	298.15632	1.328	Negative
9817	600.3249	4.158	Negative
9818	295.26421	2.755	Negative
9819	577.49778	5.911	Negative
9820	673.36006	2.634	Negative
9821	1517.93116	6.669	Negative
9822	1198.73223	7.364	Negative
9823	730.52764	7.09	Negative
9824	531.36457	5.421	Negative
9825	1018.63425	6.487	Negative
9826	379.15831	2.319	Negative
9827	718.67251	7.441	Negative
9828	416.37452	3.135	Negative
9829	1064.65554	6.731	Negative
9830	482.32553	1.982	Negative
9831	1022.81595	8.07	Negative
9832	1059.73166	6.757	Negative
9833	746.38426	2.492	Negative
9834	749.58189	4.535	Negative
9835	996.61349	6.26	Negative
9836	565.22978	2.677	Negative
9837	580.36216	2.18	Negative
9838	1118.69313	6.72	Negative
9839	1053.88544	9.262	Negative
9840	808.57156	4.572	Negative
9841	1050.88324	8.196	Negative
9842	1024.60639	6.351	Negative
9843	1038.58568	5.672	Negative
9844	478.29409	2.203	Negative
9845	1381.89353	7.021	Negative
9846	1027.73919	7.597	Negative
9847	677.53656	6.61	Negative
9848	585.3522	2.494	Negative
9849	305.02313	2.191	Negative
9850	541.2334	3.449	Negative
9851	1508.35452	10.451	Negative
9852	786.61082	5.71	Negative
9853	588.48523	6.237	Negative
9854	1095.60687	6.598	Negative
9855	987.61965	2.963	Negative
9856	998.82455	6.913	Negative
9857	1072.7196	7.318	Negative
9858	828.64983	7.508	Negative
9859	745.5508	3.983	Negative
9860	984.74286	6.874	Negative
9861	598.40999	4.042	Negative
9862	1175.8141	6.919	Negative
9863	1276.75032	6.717	Negative
9864	1185.73486	5.921	Negative
9865	864.80358	7.413	Negative
9866	1067.73122	7.5	Negative
9867	980.80531	7.466	Negative
9868	483.27542	2.252	Negative
9869	1137.82519	2.504	Negative
9870	651.52059	6.411	Negative
9871	364.18474	2.181	Negative
9872	505.29142	2.273	Negative
9873	384.31207	2.582	Negative
9874	1049.77347	2.555	Negative
9875	1477.96284	2.677	Negative
9876	763.64606	7.81	Negative
9877	865.54559	6.407	Negative
9878	1089.59346	4.637	Negative
9879	283.19152	5.181	Negative
9880	486.41655	4.34	Negative
9881	1033.68124	6.555	Negative
9882	364.1887	2.322	Negative
9883	933.65325	7.208	Negative
9884	710.50412	6.055	Negative
9885	1082.68453	4.331	Negative
9886	945.76458	6.575	Negative
9887	984.61428	6.549	Negative
9888	945.59454	2.51	Negative
9889	726.53502	6.625	Negative
9890	1188.77523	6.849	Negative
9891	984.74264	6.883	Negative
9892	388.30699	2.343	Negative
9893	685.48167	4.322	Negative
9894	989.55925	6.608	Negative
9895	1307.14073	9.979	Negative
9896	703.60311	7.271	Negative
9897	1467.12139	4.635	Negative
9898	543.44294	5.709	Negative
9899	543.44288	5.707	Negative
9900	1236.81972	6.843	Negative
9901	950.56549	5.676	Negative
9902	283.24315	2.183	Negative
9903	709.43601	2.181	Negative
9904	580.53105	2.517	Negative
9905	751.52864	5.204	Negative
9906	808.66514	7.355	Negative
9907	834.58732	4.669	Negative
9908	899.68468	2.815	Negative
9909	714.54473	6.587	Negative
9910	833.34309	2.827	Negative
9911	901.70187	6.51	Negative
9912	749.54536	3.622	Negative
9913	402.34102	2.68	Negative
9914	911.56949	4.602	Negative
9915	879.52519	5.767	Negative
9916	671.34455	2.632	Negative
9917	513.12237	1.403	Negative
9918	351.32699	3.901	Negative
9919	756.55071	6.348	Negative
9920	913.52358	0.746	Negative
9921	1098.67932	4.14	Negative
9922	946.6731	7.062	Negative
9923	711.31398	2.679	Negative
9924	605.27605	2.049	Negative
9925	833.34306	2.766	Negative
9926	946.88103	9.344	Negative
9927	822.62917	7.622	Negative
9928	580.36217	2.181	Negative
9929	1196.78892	6.753	Negative
9930	1088.65784	6.718	Negative
9931	1187.30635	6.813	Negative
9932	1065.55997	5.054	Negative
9933	825.47095	0.752	Negative
9934	743.48734	3.488	Negative
9935	1144.58835	5.045	Negative
9936	942.60272	2.506	Negative
9937	559.27322	2.194	Negative
9938	779.46433	2.516	Negative
9939	325.31126	4.059	Negative
9940	597.29599	4.659	Negative
9941	943.62716	6.599	Negative
9942	796.74074	8.107	Negative
9943	414.35909	2.675	Negative
9944	1100.74404	6.878	Negative
9945	803.44164	3.728	Negative
9946	820.61571	5.042	Negative
9947	284.97438	1.291	Negative
9948	848.47027	1.232	Negative
9949	504.30979	2.009	Negative
9950	333.28003	2.745	Negative
9951	1138.75978	6.758	Negative
9952	558.33329	2.495	Negative
9953	317.22526	2.313	Negative
9954	1123.54035	2.107	Negative
9955	1964.42783	6.719	Negative
9956	1113.70276	6.398	Negative
9957	721.50314	4.487	Negative
9958	473.30621	2.457	Negative
9959	862.71235	7.926	Negative
9960	1012.70574	7.317	Negative
9961	1022.73636	6.686	Negative
9962	682.52684	6.794	Negative
9963	680.51095	6.525	Negative
9964	463.28899	2.556	Negative
9965	942.60287	2.501	Negative
9966	986.61961	6.04	Negative
9967	971.75693	2.958	Negative
9968	1130.73084	7	Negative
9969	862.78766	7.318	Negative
9970	1095.23958	5.167	Negative
9971	954.65186	6.551	Negative
9972	623.29385	2.675	Negative
9973	673.48167	4.308	Negative
9974	843.55078	4.46	Negative
9975	1304.16711	9.972	Negative
9976	599.50105	5.387	Negative
9977	575.43194	4.399	Negative
9978	1009.60654	4.973	Negative
9979	735.56647	4.14	Negative
9980	800.54511	4.291	Negative
9981	1200.81156	7.256	Negative
9982	648.56865	6.455	Negative
9983	1526.13853	5.677	Negative
9984	1020.71239	6.865	Negative
9985	1049.77353	2.556	Negative
9986	439.23747	2.287	Negative
9987	694.47259	4.79	Negative
9988	330.03678	0.727	Negative
9989	776.58966	4.372	Negative
9990	1229.35345	6.793	Negative
9991	1016.57875	6.601	Negative
9992	297.27988	3.322	Negative
9993	366.22578	2.569	Negative
9994	745.50294	3.634	Negative
9995	938.6429	4.137	Negative
9996	869.49711	0.753	Negative
9997	1347.73578	0.749	Negative
9998	1297.83606	6.23	Negative
9999	804.51643	5.439	Negative
10000	473.21822	2.62	Negative
10001	1098.88306	9.299	Negative
10002	428.33822	2.469	Negative
10003	880.53725	6.603	Negative
10004	758.48768	6.287	Negative
10005	474.38016	2.338	Negative
10006	986.60763	2.962	Negative
10007	353.34266	5.017	Negative
10008	1058.69757	6.33	Negative
10009	719.48738	3.863	Negative
10010	1003.664	6.938	Negative
10011	820.66549	7.435	Negative
