mz	rt	IonMode
6869	934.51503	3.617	Positive
6870	756.46893	3.571	Positive
6871	693.68708	4.316	Positive
6872	808.52763	2.968	Positive
6873	697.47897	3.705	Positive
6874	873.66698	1.786	Positive
6875	823.48532	3.604	Positive
6876	1098.85428	3.562	Positive
6877	659.40609	3.188	Positive
6878	717.39672	2.523	Positive
6879	537.27028	3.801	Positive
6880	659.40907	2.64	Positive
6881	435.15688	1.609	Positive
6882	532.43953	3.128	Positive
6883	912.70983	2.563	Positive
6884	647.45936	4.418	Positive
6885	431.244	2.931	Positive
6886	914.53387	3.531	Positive
6887	455.243	1.756	Positive
6888	429.84181	1.585	Positive
6889	1224.80864	2.422	Positive
6890	704.40096	2.391	Positive
6891	729.461	4.213	Positive
6892	767.44836	3.801	Positive
6893	634.57732	6.247	Positive
6894	726.53098	3.723	Positive
6895	1064.84795	4.018	Positive
6896	552.49913	4.286	Positive
6897	439.30857	1.55	Positive
6898	758.5128	5.242	Positive
6899	794.51208	2.966	Positive
6900	397.20101	6.304	Positive
6901	501.29617	1.764	Positive
6902	623.51268	2.395	Positive
6903	630.58242	6.884	Positive
6904	548.45265	2.533	Positive
6905	648.55648	5.52	Positive
6906	730.48156	4.085	Positive
6907	654.33211	2.406	Positive
6908	393.31126	1.627	Positive
6909	604.36674	1.839	Positive
6910	800.58231	2.372	Positive
6911	578.3122	1.775	Positive
6912	547.4726	6.798	Positive
6913	548.39348	2.622	Positive
6914	577.74466	2.595	Positive
6915	488.48286	3.094	Positive
6916	1000.60567	3.347	Positive
6917	1020.85834	3.383	Positive
6918	869.60702	5.923	Positive
6919	636.55646	5.275	Positive
6920	842.60571	5.95	Positive
6921	790.51058	2.615	Positive
6922	848.49212	6.363	Positive
6923	740.51004	2.918	Positive
6924	698.49954	3.6	Positive
6925	585.33565	2.822	Positive
6926	995.77815	9.621	Positive
6927	1104.58846	2.818	Positive
6928	606.34579	1.702	Positive
6929	529.32748	1.712	Positive
6930	1693.24227	3.309	Positive
6931	743.47685	5.343	Positive
6932	952.61247	7.149	Positive
6933	1011.59574	3.176	Positive
6934	637.22914	2.686	Positive
6935	720.49158	1.705	Positive
6936	1687.33478	7.26	Positive
6937	840.44558	2.685	Positive
6938	652.5517	5.119	Positive
6939	470.30316	1.325	Positive
6940	706.41679	2.5	Positive
6941	1115.49287	2.69	Positive
6942	1053.85653	10.161	Positive
6943	615.36845	3.599	Positive
6944	804.52613	2.616	Positive
6945	729.66218	4.695	Positive
6946	1012.74492	2.678	Positive
6947	676.36942	2.391	Positive
6948	1205.78957	7.263	Positive
6949	1129.62029	3.341	Positive
6950	1114.60943	2.943	Positive
6951	580.49405	5.505	Positive
6952	1096.93329	3.546	Positive
6953	704.51562	1.559	Positive
6954	786.54358	4.083	Positive
6955	887.60937	2.334	Positive
6956	562.40224	2.856	Positive
6957	965.48606	4.655	Positive
6958	603.51012	5.222	Positive
6959	901.70047	9.393	Positive
6960	694.55554	2.419	Positive
6961	958.69793	2.496	Positive
6962	1224.80922	2.484	Positive
6963	552.53555	3.639	Positive
6964	730.4892	2.335	Positive
6965	682.45966	3.146	Positive
6966	1410.95344	3.347	Positive
6967	555.41872	1.183	Positive
6968	459.24929	3.186	Positive
6969	656.45254	3.135	Positive
6970	1007.65749	2.987	Positive
6971	836.49772	2.793	Positive
6972	945.65102	2.555	Positive
6973	864.5291	3.097	Positive
6974	1127.67337	4.018	Positive
6975	1002.7239	2.299	Positive
6976	286.2742	1.564	Positive
6977	512.33718	2.368	Positive
6978	1187.98902	8.531	Positive
6979	1301.20843	10	Positive
6980	495.28111	3.331	Positive
6981	758.51414	2.305	Positive
6982	912.55568	3.491	Positive
6983	563.06925	2.608	Positive
6984	605.52574	5.781	Positive
6985	1438.97634	4.066	Positive
6986	604.46858	1.786	Positive
6987	710.38165	2.36	Positive
6988	614.36899	1.364	Positive
6989	957.49429	4.02	Positive
6990	660.42643	2.781	Positive
6991	717.39659	2.592	Positive
6992	496.38708	1.695	Positive
6993	931.57057	3.152	Positive
6994	813.43696	3.807	Positive
6995	682.4678	2.386	Positive
6996	926.6535	3.06	Positive
6997	756.45204	2.924	Positive
6998	1032.58201	2.279	Positive
6999	1062.61025	7.266	Positive
7000	725.40106	2.105	Positive
7001	1182.80928	7.562	Positive
7002	1076.9207	4.064	Positive
7003	1018.73348	2.862	Positive
7004	823.44113	2.734	Positive
7005	1048.82277	5.518	Positive
7006	657.66618	7.16	Positive
7007	1030.71858	3.927	Positive
7008	1009.52341	2.488	Positive
7009	256.22614	0.915	Positive
7010	1026.53684	4.165	Positive
7011	1102.12017	9.998	Positive
7012	1627.97263	4.028	Positive
7013	961.65091	2.863	Positive
7014	369.18267	1.32	Positive
7015	636.38961	1.702	Positive
7016	832.55743	3.794	Positive
7017	672.53098	1.777	Positive
7018	881.60299	2.853	Positive
7019	1074.76016	3.175	Positive
7020	871.72433	3.796	Positive
7021	871.72438	3.796	Positive
7022	1073.76201	4.039	Positive
7023	712.51515	3.69	Positive
7024	823.44109	2.799	Positive
7025	588.37176	2.354	Positive
7026	1340.96804	3.993	Positive
7027	758.51257	6.375	Positive
7028	732.46904	3.138	Positive
7029	924.87518	10.199	Positive
7030	748.46305	2.392	Positive
7031	592.42011	2.585	Positive
7032	1586.94672	4.029	Positive
7033	658.41329	2.398	Positive
7034	1108.94757	9.562	Positive
7035	533.45666	5.52	Positive
7036	1122.67782	6.925	Positive
7037	1217.11418	10	Positive
7038	589.49484	5.27	Positive
7039	771.48013	5.923	Positive
7040	792.48914	2.384	Positive
7041	514.41031	4.024	Positive
7042	601.36723	2.391	Positive
7043	600.37196	2.36	Positive
7044	735.52421	1.61	Positive
7045	969.58446	4.173	Positive
7046	1028.67349	4.362	Positive
7047	1004.71791	2.863	Positive
7048	1426.87506	6.268	Positive
7049	1267.83418	3.191	Positive
7050	415.36828	1.316	Positive
7051	657.48681	1.681	Positive
7052	644.39819	2.522	Positive
7053	546.37063	2.647	Positive
7054	542.31153	1.35	Positive
7055	685.15907	2.695	Positive
7056	1272.83235	4.008	Positive
7057	630.38219	2.554	Positive
7058	631.57778	4.821	Positive
7059	950.69751	2.381	Positive
7060	958.5401	4.172	Positive
7061	636.55645	5.473	Positive
7062	1168.7936	7.263	Positive
7063	838.47709	2.923	Positive
7064	1540.47363	8.134	Positive
7065	1470.93817	2.488	Positive
7066	922.85961	10.011	Positive
7067	1354.85425	3.802	Positive
7068	880.52393	2.722	Positive
7069	962.91101	7.824	Positive
7070	1314.27702	9.764	Positive
7071	190.15903	1.662	Positive
7072	1000.60581	3.166	Positive
7073	724.41028	2.389	Positive
7074	568.40034	2.352	Positive
7075	1266.90249	7.263	Positive
7076	872.6294	2.387	Positive
7077	914.63465	2.427	Positive
7078	742.43665	2.923	Positive
7079	897.82543	9.906	Positive
7080	589.49447	5.447	Positive
7081	966.62926	2.573	Positive
7082	525.33268	2.317	Positive
7083	814.5978	2.414	Positive
7084	431.33689	3.192	Positive
7085	958.59515	4.361	Positive
7086	612.38951	2.386	Positive
7087	383.20401	1.627	Positive
7088	440.29249	1.56	Positive
7089	612.55639	3.545	Positive
7090	739.44532	4.084	Positive
7091	1160.73111	4.598	Positive
7092	659.5733	3.393	Positive
7093	879.50352	2.911	Positive
7094	939.52799	3.15	Positive
7095	838.47722	3.038	Positive
7096	1117.91134	8.53	Positive
7097	768.46814	2.106	Positive
7098	748.46335	2.392	Positive
7099	1186.70381	3.187	Positive
7100	1396.35602	9.713	Positive
7101	1202.0054	8.533	Positive
7102	1048.88901	3.376	Positive
7103	829.59756	3.168	Positive
7104	722.39007	1.734	Positive
7105	1004.59267	5.879	Positive
7106	739.44516	4.339	Positive
7107	1347.93784	7.262	Positive
7108	455.243	1.755	Positive
7109	1136.4991	4.167	Positive
7110	478.23552	1.628	Positive
7111	216.17474	1.654	Positive
7112	928.69311	2.868	Positive
7113	850.51361	3.604	Positive
7114	486.32163	1.377	Positive
7115	554.50052	2.888	Positive
7116	826.71391	7.831	Positive
7117	544.45761	4.326	Positive
7118	695.39947	3.167	Positive
7119	1044.53131	2.943	Positive
7120	870.62759	4.621	Positive
7121	1178.78591	5.805	Positive
7122	762.52244	3.112	Positive
7123	846.3102	2.965	Positive
7124	724.51443	3.427	Positive
7125	712.51521	3.808	Positive
7126	716.43777	3.251	Positive
7127	998.72831	2.617	Positive
7128	899.72111	9.572	Positive
7129	740.38718	2.404	Positive
7130	1102.89154	3.268	Positive
7131	624.41064	1.615	Positive
7132	477.39411	4.133	Positive
7133	980.60714	7.115	Positive
7134	1174.66648	2.816	Positive
7135	880.52368	2.801	Positive
7136	415.3425	1.677	Positive
7137	534.29845	1.38	Positive
7138	478.40013	1.537	Positive
7139	703.4173	3.137	Positive
7140	813.64623	2.307	Positive
7141	482.42064	4.284	Positive
7142	1012.63353	7.129	Positive
7143	459.38343	3.99	Positive
7144	975.66645	2.861	Positive
7145	1284.71039	4.288	Positive
7146	648.42576	2.387	Positive
7147	734.52765	3.079	Positive
7148	591.51027	6.252	Positive
7149	736.58746	2.37	Positive
7150	776.53788	3.104	Positive
7151	608.51534	2.541	Positive
7152	578.44183	3.944	Positive
7153	826.67669	5.75	Positive
7154	993.64251	2.781	Positive
7155	842.60613	6.373	Positive
7156	1076.97958	9.926	Positive
7157	738.42603	2.773	Positive
7158	698.49938	2.916	Positive
7159	576.48394	3.055	Positive
7160	1648.14206	4.203	Positive
7161	1280.85373	3.906	Positive
7162	445.22341	2.894	Positive
7163	824.46168	2.8	Positive
7164	908.55543	3.04	Positive
7165	756.46811	3.803	Positive
7166	788.49487	3.798	Positive
7167	1378.11565	9.505	Positive
7168	754.44446	2.877	Positive
7169	674.44468	2.562	Positive
7170	564.49905	4.166	Positive
7171	658.45004	2.583	Positive
7172	730.48124	3.625	Positive
7173	474.24861	0.955	Positive
7174	1921.1019	4.172	Positive
7175	1034.90805	5.162	Positive
7176	700.46021	2.479	Positive
7177	1228.7514	4.453	Positive
7178	1146.63528	2.625	Positive
7179	653.33289	1.595	Positive
7180	575.39753	3.182	Positive
7181	1166.63157	2.594	Positive
7182	467.34415	1.858	Positive
7183	707.37155	6.303	Positive
7184	1221.86378	9.006	Positive
7185	582.47351	5.12	Positive
7186	789.49026	3.567	Positive
7187	533.35076	2.855	Positive
7188	1020.70419	2.351	Positive
7189	1112.9216	9.147	Positive
7190	406.31666	3.194	Positive
7191	972.61171	6.299	Positive
7192	1036.58603	7.356	Positive
7193	1066.864	9.303	Positive
7194	572.35844	1.831	Positive
7195	548.97105	3.01	Positive
7196	652.35325	2.77	Positive
7197	399.21652	1.376	Positive
7198	818.54209	3.568	Positive
7199	1056.62088	2.488	Positive
7200	962.54628	3.615	Positive
7201	909.62239	2.328	Positive
7202	1090.93637	3.388	Positive
7203	436.35747	3.694	Positive
7204	742.47328	4.563	Positive
7205	477.39397	4.447	Positive
7206	665.32429	6.3	Positive
7207	717.43282	3.021	Positive
7208	809.66146	2.875	Positive
7209	1645.25968	3.386	Positive
7210	585.33591	2.37	Positive
7211	967.66474	2.544	Positive
7212	1287.19266	10	Positive
7213	1129.6207	3.053	Positive
7214	1010.57065	7.15	Positive
7215	1386.88759	2.912	Positive
7216	591.51008	5.785	Positive
7217	1155.00367	9.426	Positive
7218	319.19039	2.364	Positive
7219	400.24827	1.856	Positive
7220	933.49435	3.615	Positive
7221	879.5039	3.038	Positive
7222	1018.6083	4.018	Positive
7223	666.56736	5.119	Positive
7224	648.5133	2.525	Positive
7225	792.53259	3.825	Positive
7226	1228.7509	4.476	Positive
7227	684.4388	2.361	Positive
7228	790.80184	9.387	Positive
7229	1282.86961	3.193	Positive
7230	676.36946	2.56	Positive
7231	1242.85922	3.613	Positive
7232	975.66665	2.859	Positive
7233	646.41358	2.557	Positive
7234	916.51212	3.334	Positive
7235	1090.65266	4.044	Positive
7236	835.47781	3.097	Positive
7237	698.45447	2.362	Positive
7238	310.25297	3.089	Positive
7239	1010.81655	2.986	Positive
7240	814.57505	6.23	Positive
7241	1008.36406	3.732	Positive
7242	916.65505	2.377	Positive
7243	912.67393	5.918	Positive
7244	671.40886	2.56	Positive
7245	704.4885	2.386	Positive
7246	1273.7268	3.611	Positive
7247	607.09549	2.574	Positive
7248	790.51053	2.958	Positive
7249	1120.87444	3.797	Positive
7250	1438.9852	3.051	Positive
7251	952.56333	4.354	Positive
7252	884.68318	1.809	Positive
7253	638.57198	5.362	Positive
7254	1042.68888	4.361	Positive
7255	878.54536	3.604	Positive
7256	1036.65722	4.356	Positive
7257	510.45199	4.284	Positive
7258	749.5101	3.802	Positive
7259	491.40983	6.248	Positive
7260	1052.84019	4.337	Positive
7261	635.36941	1.712	Positive
7262	1245.82846	4.179	Positive
7263	997.55364	2.862	Positive
7264	528.33239	1.835	Positive
7265	730.48131	3.43	Positive
7266	782.50416	3.095	Positive
7267	459.38344	3.993	Positive
7268	731.5052	1.303	Positive
7269	886.50158	2.856	Positive
7270	614.40522	2.57	Positive
7271	1128.62526	2.943	Positive
7272	932.66531	2.793	Positive
7273	552.49913	4.167	Positive
7274	657.36434	3.959	Positive
7275	796.5199	3.095	Positive
7276	728.45764	4.561	Positive
7277	684.48333	2.571	Positive
7278	760.49993	3.021	Positive
7279	560.38663	3.021	Positive
7280	543.34323	1.714	Positive
7281	846.57317	3.795	Positive
7282	794.45116	3.095	Positive
7283	1671.0416	4.026	Positive
7284	662.53558	3.943	Positive
7285	786.54334	4.338	Positive
7286	784.67328	2.897	Positive
7287	485.22844	1.356	Positive
7288	778.51687	3.824	Positive
7289	990.53557	2.306	Positive
7290	708.43928	3.074	Positive
7291	412.35748	3.649	Positive
7292	412.35754	3.647	Positive
7293	730.50413	2.988	Positive
7294	798.77036	9.561	Positive
7295	671.38339	3.603	Positive
7296	412.35743	2.869	Positive
7297	1133.82913	9.586	Positive
7298	796.59005	2.371	Positive
7299	640.58818	4.609	Positive
7300	620.53617	2.575	Positive
7301	654.4156	2.36	Positive
7302	621.77062	2.565	Positive
7303	1194.84517	2.925	Positive
7304	636.44605	2.554	Positive
7305	1038.82478	4.09	Positive
7306	655.33178	2.924	Positive
7307	736.47056	3.078	Positive
7308	694.46814	3.048	Positive
7309	1100.59435	3.119	Positive
7310	500.33729	1.377	Positive
7311	942.56417	2.929	Positive
7312	900.61911	2.376	Positive
7313	1238.90812	3.145	Positive
7314	1316.83232	2.995	Positive
7315	892.55964	3.255	Positive
7316	1019.61168	3.147	Positive
7317	1144.65634	3.341	Positive
7318	749.46566	3.077	Positive
7319	407.24799	3.112	Negative
7320	283.26419	2.959	Negative
7321	363.18513	3.112	Negative
7322	473.21892	1.274	Negative
7323	255.23288	2.515	Negative
7324	1030.74114	6.718	Negative
7325	223.02834	7.217	Negative
7326	846.62345	6.596	Negative
7327	473.21882	1.257	Negative
7328	708.65204	7.45	Negative
7329	223.02834	6.805	Negative
7330	736.68343	7.798	Negative
7331	710.66759	7.566	Negative
7332	698.62231	7.62	Negative
7333	239.05965	6.813	Negative
7334	239.05965	6.718	Negative
7335	239.05964	6.891	Negative
7336	265.14787	1.305	Negative
7337	529.46364	6.828	Negative
7338	239.05964	6.969	Negative
7339	794.54823	5.762	Negative
7340	391.28592	1.361	Negative
7341	527.44773	7.036	Negative
7342	223.02834	7.203	Negative
7343	223.02834	7.047	Negative
7344	277.16616	2.022	Negative
7345	738.69878	7.922	Negative
7346	844.6078	6.041	Negative
7347	914.73076	7.32	Negative
7348	281.24862	2.57	Negative
7349	871.69144	6.892	Negative
7350	465.30488	2.676	Negative
7351	761.58208	4.636	Negative
7352	223.02835	7.632	Negative
7353	409.24493	3.114	Negative
7354	826.67808	7.04	Negative
7355	873.70714	7.356	Negative
7356	367.35828	5.424	Negative
7357	860.61059	4.502	Negative
7358	706.63612	7.093	Negative
7359	901.73829	7.808	Negative
7360	692.65669	7.597	Negative
7361	1008.71289	7	Negative
7362	596.52657	5.556	Negative
7363	872.72004	7.206	Negative
7364	473.2184	1.421	Negative
7365	313.07856	6.812	Negative
7366	313.07855	7.283	Negative
7367	804.61298	6.405	Negative
7368	804.61289	6.414	Negative
7369	708.65173	7.621	Negative
7370	620.59901	7.133	Negative
7371	816.57667	5.048	Negative
7372	812.69863	7.208	Negative
7373	351.18518	2.39	Negative
7374	664.62549	7.272	Negative
7375	409.31146	3.466	Negative
7376	900.75135	7.5	Negative
7377	844.6886	6.927	Negative
7378	1004.7258	6.749	Negative
7379	239.05965	8.364	Negative
7380	722.66734	7.622	Negative
7381	395.38957	6.479	Negative
7382	223.02834	2.557	Negative
7383	870.70438	6.921	Negative
7384	239.05964	8.978	Negative
7385	664.66172	7.74	Negative
7386	552.50011	5.129	Negative
7387	844.60758	5.837	Negative
7388	664.66184	7.736	Negative
7389	844.60752	5.832	Negative
7390	726.66232	7.264	Negative
7391	778.59718	6.351	Negative
7392	335.15379	2.389	Negative
7393	778.59729	6.346	Negative
7394	279.23295	2.32	Negative
7395	766.7297	8.297	Negative
7396	898.73572	7.409	Negative
7397	724.6832	7.735	Negative
7398	845.67563	6.951	Negative
7399	692.65676	7.275	Negative
7400	764.71407	8.153	Negative
7401	307.12239	2.39	Negative
7402	840.69339	7.176	Negative
7403	724.64653	6.971	Negative
7404	768.67282	7.114	Negative
7405	766.72964	8.288	Negative
7406	675.41881	3.559	Negative
7407	377.2006	2.566	Negative
7408	363.18523	2.566	Negative
7409	752.67777	7.268	Negative
7410	832.64442	6.93	Negative
7411	912.70664	7.443	Negative
7412	832.64438	6.93	Negative
7413	615.49559	5.134	Negative
7414	788.54508	5.442	Negative
7415	912.70663	7.454	Negative
7416	599.50051	5.557	Negative
7417	842.67282	6.656	Negative
7418	888.71485	7.004	Negative
7419	792.57658	5.679	Negative
7420	1706.43875	7.046	Negative
7421	636.46992	6.823	Negative
7422	706.63594	6.975	Negative
7423	887.72259	7.585	Negative
7424	648.63006	7.198	Negative
7425	914.76705	7.813	Negative
7426	792.57659	5.687	Negative
7427	843.65834	2.358	Negative
7428	303.23299	2.264	Negative
7429	768.67289	7.125	Negative
7430	870.62326	6.279	Negative
7431	856.7248	7.416	Negative
7432	870.62331	6.282	Negative
7433	830.62865	6.423	Negative
7434	692.69293	8.1	Negative
7435	739.65698	7.797	Negative
7436	752.71406	8.099	Negative
7437	682.63596	7.234	Negative
7438	840.69365	7.178	Negative
7439	652.58899	6.838	Negative
7440	846.66002	7.118	Negative
7441	892.70198	7.266	Negative
7442	887.72269	7.588	Negative
7443	223.02834	3.446	Negative
7444	654.60472	6.932	Negative
7445	928.78258	7.814	Negative
7446	842.59191	5.113	Negative
7447	740.64155	6.842	Negative
7448	1711.41343	7.046	Negative
7449	784.66747	6.94	Negative
7450	842.59184	5.11	Negative
7451	1033.71571	6.719	Negative
7452	626.57334	6.622	Negative
7453	871.69142	7.029	Negative
7454	1028.72569	6.399	Negative
7455	737.68603	7.541	Negative
7456	914.72232	7.845	Negative
7457	711.62562	7.448	Negative
7458	875.72227	7.511	Negative
7459	828.69373	7.135	Negative
7460	914.72225	7.833	Negative
7461	870.70444	7.104	Negative
7462	634.61474	7.295	Negative
7463	875.72267	7.501	Negative
7464	297.04714	6.703	Negative
7465	315.05767	7.449	Negative
7466	696.65181	7.421	Negative
7467	752.7143	8.099	Negative
7468	830.62873	6.423	Negative
7469	224.02789	6.892	Negative
7470	621.47378	5.952	Negative
7471	916.70987	6.799	Negative
7472	1485.86542	0.738	Negative
7473	1441.83924	0.739	Negative
7474	1028.72592	6.398	Negative
7475	882.7402	7.598	Negative
7476	624.55759	6.454	Negative
7477	1529.89131	0.739	Negative
7478	590.48249	6.946	Negative
7479	678.64107	7.431	Negative
7480	664.50138	6.843	Negative
7481	695.31253	2.289	Negative
7482	1397.81197	0.739	Negative
7483	240.05919	6.718	Negative
7484	916.74629	7.272	Negative
7485	772.58655	6.598	Negative
7486	543.27887	2.11	Negative
7487	1112.74409	6.719	Negative
7488	926.61082	6.042	Negative
7489	780.70904	7.921	Negative
7490	636.47013	7.118	Negative
7491	928.62639	6.598	Negative
7492	664.62558	7.118	Negative
7493	890.68578	6.987	Negative
7494	790.56078	4.859	Negative
7495	1573.91763	0.738	Negative
7496	696.65168	7.397	Negative
7497	527.45035	5.157	Negative
7498	858.70434	7.07	Negative
7499	858.70419	7.06	Negative
7500	830.62906	6.583	Negative
7501	636.63045	7.392	Negative
7502	790.5608	4.858	Negative
7503	983.74112	7.809	Negative
7504	917.70503	7.319	Negative
7505	678.64105	7.429	Negative
